TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15
ZR030322MATCH_CM01,16,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,-887.5,8.875,-10000,N,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|MATCHED|PAYCHARGED||-887.500000|0.000000|-887.5|-887.5|Y
ZR030322MATCH_CM02,18,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,-150,6,-2500,N,,"SALES|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-150.0|-150|Y
ZR030322MATCH_CM02,19,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,-221.88,8.875,-2500,N,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-221.88|-221.88|Y
ZR030322ASSUME_A02,2,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,600,6,10000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|600.0|ZEROCHARGED|ACCRUEALL|PROFILE|0|-600.0|600.0||
ZR030322MATCH_CM02,20,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,-175,7,-2500,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-175.0|-175|Y
ZR030322MATCH_CM02,21,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,-231.25,9.25,-2500,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-231.25|-231.25|Y
ZR030322ZERO_A01,23,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,450,4.5,10000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|ZEROCHARGED|ACCRUEALL|PROFILE|0|-887.5|887.5||
ZR030322ZERO_A01,23,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,37.5,0.375,10000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|ZEROCHARGED|ACCRUEALL|PROFILE|0|-887.5|887.5||
ZR030322ZERO_A01,23,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,400,4,10000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|ZEROCHARGED|ACCRUEALL|PROFILE|0|-887.5|887.5||
ZR030322ZERO_A02,24,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,150,6,2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|150.0||
ZR030322ZERO_A02,25,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|221.88||
ZR030322ZERO_A02,25,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,9.38,0.375,2500,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|221.88||
ZR030322ZERO_A02,25,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,100,4,2500,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|221.88||
ZR030322ZERO_A02,26,"VERTEX US TAX",CITY,STD,CI-VTL-060010100,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"COMMERCE CITY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|273.53||
ZR030322ZERO_A02,26,"VERTEX US TAX",SALES_TAX_DISTRICT_3,STD,DI-VTL-78399,2.5,0.1,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"SCIENTIFIC AND CULTURAL FACILITIES DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|273.53||
ZR030322ZERO_A02,26,"VERTEX US TAX",SALES_TAX_DISTRICT_4,STD,DI-VTL-78135,25,1,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"REGIONAL TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|273.53||
ZR030322ZERO_A02,26,"VERTEX US TAX",STATE,STD,ST-VTL-060000000,72.5,2.9,2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,COLORADO,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|273.53||
ZR030322ZERO_A02,27,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,56.25,2.25,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|231.25||
ZR030322ZERO_A02,27,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,175,7,2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|231.25||
ZR030322ZERO_CM01,28,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-450,4.5,-10000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|ZEROCHARGED|ACCRUEALL|PROFILE|0|-887.5|-887.5||
ZR030322ZERO_CM01,28,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-37.5,0.375,-10000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|ZEROCHARGED|ACCRUEALL|PROFILE|0|-887.5|-887.5||
ZR030322ZERO_CM01,28,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-400,4,-10000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|ZEROCHARGED|ACCRUEALL|PROFILE|0|-887.5|-887.5||
ZR030322ZERO_CM02,29,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,-150,6,-2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-150.0||
ZR030322ASSUME_CM01,3,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,-600,6,-10000,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-600.0|ZEROCHARGED|ACCRUEALL|PROFILE|0|-600.0|-600.0||
ZR030322ZERO_CM02,30,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,-112.5,4.5,-2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-221.88||
ZR030322ZERO_CM02,30,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-9.38,0.375,-2500,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-221.88||
ZR030322ZERO_CM02,30,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,-100,4,-2500,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-221.88||
ZR030322ZERO_CM02,31,"VERTEX US TAX",CITY,STD,CI-VTL-060010100,-112.5,4.5,-2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"COMMERCE CITY",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-273.53||
ZR030322ZERO_CM02,31,"VERTEX US TAX",SALES_TAX_DISTRICT_3,STD,DI-VTL-78399,-2.5,0.1,-2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"SCIENTIFIC AND CULTURAL FACILITIES DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-273.53||
ZR030322ZERO_CM02,31,"VERTEX US TAX",SALES_TAX_DISTRICT_4,STD,DI-VTL-78135,-25,1,-2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"REGIONAL TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-273.53||
ZR030322ZERO_CM02,31,"VERTEX US TAX",STATE,STD,ST-VTL-060000000,-72.5,2.9,-2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,COLORADO,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-273.53||
ZR030322ZERO_CM02,32,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,-56.25,2.25,-2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-231.25||
ZR030322ZERO_CM02,32,"VERTEX US TAX",STATE,STD,ST-VTL-430000000,-175,7,-2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|PROFILE|0|-876.66|-231.25||
ZR030322UNDER_A01,33,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,300,8.875,10000,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-587.500000|887.5|300|Y
ZR030322UNDER_A01,33,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,450,4.5,10000,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-587.500000|887.5|300|Y
ZR030322UNDER_A01,33,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,37.5,0.375,10000,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-587.500000|887.5|300|Y
ZR030322UNDER_A01,33,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,100,4,10000,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-587.500000|887.5|300|Y
ZR030322UNDER_A02,35,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,57.83,6,2500,N,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|150.0|57.83|Y
ZR030322UNDER_A02,35,"VERTEX US TAX",STATE,STD,ST-VTL-390000000,92.17,6,2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|150.0|57.83|Y
ZR030322UNDER_A02,36,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,85.54,8.875,2500,N,,"SELLER_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|221.88|85.54|Y
ZR030322UNDER_A02,36,"VERTEX US TAX",CITY,STD,CI-VTL-330612010,112.5,4.5,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|221.88|85.54|Y
ZR030322UNDER_A02,36,"VERTEX US TAX",SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,9.38,0.375,2500,Y,,"CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax",|98-765432|||,"METROPOLITAN COMMUTER TRANSPORTATION DISTRICT",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|221.88|85.54|Y
ZR030322UNDER_A02,36,"VERTEX US TAX",STATE,STD,ST-VTL-330000000,14.46,4,2500,Y,,"CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax",,"NEW YORK",TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|221.88|85.54|Y
ZR030322UNDER_A02,37,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,67.47,7,2500,N,,"CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|175.0|67.47|Y
ZR030322UNDER_A02,37,"VERTEX US TAX",COUNTY,STD,CO-VTL-100250000,25,1,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax",|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|175.0|67.47|Y
ZR030322UNDER_A02,37,"VERTEX US TAX",STATE,STD,ST-VTL-100000000,82.53,6,2500,Y,,"CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax",,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|175.0|67.47|Y
ZR030322UNDER_A02,38,"VERTEX COMMON TAX","VERTEX TAX",STD,VTX_VERTEX_TAX_JURCD,89.16,9.25,2500,N,,"SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax",,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|231.25|89.16|Y
ZR030322UNDER_A02,38,"VERTEX US TAX",COUNTY,STD,CO-VTL-430370000,56.25,2.25,2500,Y,,"CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax",|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|778.13|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|300.000000|-478.130000|231.25|89.16|Y
